0.0, -0.0622387, -0.0903527,
-0.0, -0.1463196, -0.3592641,
0.0253148, -0.0568579, -0.0903527,
0.0595135, -0.1336696, -0.3592641,
0.0462524, -0.0416458, -0.0903527,
0.1087366, -0.0979069, -0.3592641,
0.0591926, -0.0192328, -0.0903527,
0.1391582, -0.0452152, -0.3592641,
0.0618978, 0.0065057, -0.0903527,
0.1455181, 0.0152946, -0.3592641,
0.0539003, 0.0311194, -0.0903527,
0.1267165, 0.0731598, -0.3592641,
0.036583, 0.0503522, -0.0903527,
0.0860045, 0.118375, -0.3592641,
0.0129402, 0.0608787, -0.0903527,
0.0304216, 0.1431222, -0.3592641,
-0.0129402, 0.0608787, -0.0903527,
-0.0304216, 0.1431222, -0.3592641,
-0.036583, 0.0503522, -0.0903527,
-0.0860045, 0.118375, -0.3592641,
-0.0539003, 0.0311194, -0.0903527,
-0.1267165, 0.0731598, -0.3592641,
-0.0618978, 0.0065057, -0.0903527,
-0.1455181, 0.0152946, -0.3592641,
-0.0591926, -0.0192328, -0.0903527,
-0.1391582, -0.0452152, -0.3592641,
-0.0462524, -0.0416458, -0.0903527,
-0.1087366, -0.0979069, -0.3592641,
-0.0253148, -0.0568579, -0.0903527,
-0.0595135, -0.1336696, -0.3592641,
-0.0939693, -0.0542532, -0.246081,
-0.1048998, -0.0605639, -0.2873495,
-0.1158314, -0.0668753, -0.3286217,
-0.0415279, -0.0571582, -0.1223067,
-0.0489436, -0.0673651, -0.1635586,
-0.0563606, -0.0775736, -0.2048171,
-0.0637785, -0.0877835, -0.246081,
-0.0711972, -0.0979945, -0.2873495,
-0.0786166, -0.1082065, -0.3286217,
-0.0146893, -0.0691075, -0.1223067,
-0.0173124, -0.0814482, -0.1635586,
-0.0199359, -0.0937909, -0.2048171,
-0.0225598, -0.1061353, -0.2460811,
-0.0251839, -0.118481, -0.2873495,
-0.0278083, -0.1308278, -0.3286217,
-0.0, -0.1430226, -0.3487194,
0.0, -0.0655358, -0.1008975,
-0.0, -0.1301081, -0.3074157,
-0.0, -0.1171936, -0.2661121,
-0.0, -0.1042792, -0.2248084,
-0.0, -0.0913647, -0.1835048,
-0.0, -0.0784502, -0.1422011,
